"country","iso_code","region","year","cases_total","cases_imported","deaths_total","first_epiwk","last_epiwk","coverage_days","year_fraction","source","cfr","cfr_lo","cfr_hi"
"Cote d'Ivoire","CIV","AFRO",2009,5,NA,2,2009-01-01,2009-12-31,365,1,"OWiD",0.4,0.0527449505263169,0.853367200365327
"Cote d'Ivoire","CIV","AFRO",2010,32,NA,0,2010-01-01,2010-12-31,365,1,"OWiD",0,0,0.108881160679353
"Cote d'Ivoire","CIV","AFRO",2011,1261,NA,24,2011-01-01,2011-12-31,365,1,"OWiD",0.0190325138778747,0.0122316082338525,0.0281871963482683
"Cote d'Ivoire","CIV","AFRO",2012,424,NA,19,2012-01-01,2012-12-31,365,1,"OWiD",0.044811320754717,0.0271916763174252,0.0690958828469465
"Cote d'Ivoire","CIV","AFRO",2013,56,NA,2,2013-01-01,2013-12-31,365,1,"OWiD",0.0357142857142857,0.00435481274105265,0.123131807457996
"Cote d'Ivoire","CIV","AFRO",2014,235,NA,12,2014-01-01,2014-12-31,365,1,"OWiD",0.051063829787234,0.0266604370437377,0.0874987605997328
"Cote d'Ivoire","CIV","AFRO",2015,199,NA,6,2015-01-01,2015-12-31,365,1,"OWiD",0.0301507537688442,0.0111435703835484,0.064467228629633
"Cote d'Ivoire","CIV","AFRO",2021,12,NA,0,2021-01-01,2021-12-31,365,1,"OWiD",0,0,0.264648469397051
"Côte D’ivoire","CIV","AFRO",2025,503,NA,20,2025-06-02,2025-08-11,71,0.194387405886379,"dashboard:cholera_adm0_public_2025.csv",0.0397614314115308,0.0244535717083381,0.0607421863017245
"Democratic Republic of Congo","COD","AFRO",1978,3481,NA,183,1978-01-01,1978-12-31,365,1,"OWiD",0.0525711002585464,0.0453920931755603,0.0605127415952503
"Democratic Republic of Congo","COD","AFRO",1979,5515,NA,511,1979-01-01,1979-12-31,365,1,"OWiD",0.0926563916591115,0.0851303168155331,0.100616583752979
"Democratic Republic of Congo","COD","AFRO",1980,1051,NA,81,1980-01-01,1980-12-31,365,1,"OWiD",0.077069457659372,0.0616724560308857,0.094882077650421
"Democratic Republic of Congo","COD","AFRO",1981,2379,NA,800,1981-01-01,1981-12-31,365,1,"OWiD",0.336275746111812,0.317292629674248,0.355662811415658
"Democratic Republic of Congo","COD","AFRO",1982,10328,NA,693,1982-01-01,1982-12-31,365,1,"OWiD",0.0670991479473277,0.0623481021466131,0.0720960033450725
"Democratic Republic of Congo","COD","AFRO",1983,2977,NA,245,1983-01-01,1983-12-31,365,1,"OWiD",0.0822976150487068,0.0726718918141993,0.0927532936269251
"Democratic Republic of Congo","COD","AFRO",1984,162,NA,3,1984-01-01,1984-12-31,365,1,"OWiD",0.0185185185185185,0.00383536717195243,0.0531630764692423
"Democratic Republic of Congo","COD","AFRO",1985,740,NA,30,1985-01-01,1985-12-31,365,1,"OWiD",0.0405405405405405,0.0275168097058894,0.0573705798788084
"Democratic Republic of Congo","COD","AFRO",1986,1059,NA,125,1986-01-01,1986-12-31,365,1,"OWiD",0.118035882908404,0.0992135384965476,0.139009494396292
"Democratic Republic of Congo","COD","AFRO",1987,1150,NA,218,1987-01-01,1987-12-31,365,1,"OWiD",0.189565217391304,0.167293710813197,0.213436670570147
"Democratic Republic of Congo","COD","AFRO",1988,295,NA,32,1988-01-01,1988-12-31,365,1,"OWiD",0.108474576271186,0.0753891911391601,0.149674190359154
"Democratic Republic of Congo","COD","AFRO",1989,99,NA,6,1989-01-01,1989-12-31,365,1,"OWiD",0.0606060606060606,0.0225637984991446,0.127256840830197
"Democratic Republic of Congo","COD","AFRO",1990,468,NA,61,1990-01-01,1990-12-31,365,1,"OWiD",0.13034188034188,0.10118792565329,0.164261173086525
"Democratic Republic of Congo","COD","AFRO",1991,4066,NA,294,1991-01-01,1991-12-31,365,1,"OWiD",0.0723069355632071,0.0645326837419934,0.0807022295998285
"Democratic Republic of Congo","COD","AFRO",1992,1949,NA,59,1992-01-01,1992-12-31,365,1,"OWiD",0.030271934325295,0.0231225545897424,0.0388764736655487
"Democratic Republic of Congo","COD","AFRO",1993,986,NA,175,1993-01-01,1993-12-31,365,1,"OWiD",0.177484787018256,0.154120382420701,0.202792532491669
"Democratic Republic of Congo","COD","AFRO",1994,58057,NA,4181,1994-01-01,1994-12-31,365,1,"OWiD",0.0720154331088413,0.069925423135634,0.0741483459425083
"Democratic Republic of Congo","COD","AFRO",1995,553,NA,22,1995-01-01,1995-12-31,365,1,"OWiD",0.0397830018083183,0.0250968307482763,0.0596144754510052
"Democratic Republic of Congo","COD","AFRO",1996,7886,NA,638,1996-01-01,1996-12-31,365,1,"OWiD",0.0809028658381943,0.0749767472474337,0.087140835892265
"Democratic Republic of Congo","COD","AFRO",1997,2421,NA,326,1997-01-01,1997-12-31,365,1,"OWiD",0.134655101197852,0.121299253177829,0.148901414497873
"Democratic Republic of Congo","COD","AFRO",1998,34899,NA,2926,1998-01-01,1998-12-31,365,1,"OWiD",0.0838419438952406,0.0809545814482373,0.0867987807838239
"Democratic Republic of Congo","COD","AFRO",1999,12711,NA,783,1999-01-01,1999-12-31,365,1,"OWiD",0.0616001888128393,0.0574819215474437,0.0659205618129667
"Democratic Republic of Congo","COD","AFRO",2000,14995,NA,941,2000-01-01,2000-12-31,365,1,"OWiD",0.062754251417139,0.0589243156701334,0.0667548785977282
"Democratic Republic of Congo","COD","AFRO",2001,5728,NA,390,2001-01-01,2001-12-31,365,1,"OWiD",0.068086592178771,0.0616973175253946,0.0749199314953594
"Democratic Republic of Congo","COD","AFRO",2002,31658,NA,1979,2002-01-01,2002-12-31,365,1,"OWiD",0.0625118453471476,0.059869607990299,0.0652346997629742
"Democratic Republic of Congo","COD","AFRO",2003,27272,NA,989,2003-01-01,2003-12-31,365,1,"OWiD",0.0362643003813435,0.0340767425549402,0.0385513575517711
"Democratic Republic of Congo","COD","AFRO",2004,7665,NA,228,2004-01-01,2004-12-31,365,1,"OWiD",0.0297455968688845,0.0260568869259881,0.0337973782412609
"Democratic Republic of Congo","COD","AFRO",2005,13430,NA,244,2005-01-01,2005-12-31,365,1,"OWiD",0.0181682799702159,0.0159770794992009,0.0205716365873375
"Democratic Republic of Congo","COD","AFRO",2006,20642,NA,426,2006-01-01,2006-12-31,365,1,"OWiD",0.0206375351225656,0.0187416273470761,0.0226700727798457
"Democratic Republic of Congo","COD","AFRO",2007,28269,NA,600,2007-01-01,2007-12-31,365,1,"OWiD",0.0212246630584739,0.0195761454487867,0.0229725754732941
"Democratic Republic of Congo","COD","AFRO",2008,30150,NA,548,2008-01-01,2008-12-31,365,1,"OWiD",0.0181757877280265,0.0166978822945239,0.0197475377795112
"Democratic Republic of Congo","COD","AFRO",2009,22899,NA,237,2009-01-01,2009-12-31,365,1,"OWiD",0.0103497969343639,0.00907957413524464,0.0117464997360183
"Democratic Republic of Congo","COD","AFRO",2010,13884,NA,182,2010-01-01,2010-12-31,365,1,"OWiD",0.0131086142322097,0.0112832535956281,0.0151420221619367
"Democratic Republic of Congo","COD","AFRO",2011,21700,NA,584,2011-01-01,2011-12-31,365,1,"OWiD",0.0269124423963134,0.0247998275218745,0.0291530293941912
"Democratic Republic of Congo","COD","AFRO",2012,33661,NA,819,2012-01-01,2012-12-31,365,1,"OWiD",0.024330827961142,0.0227111763405822,0.0260332506648523
"Democratic Republic of Congo","COD","AFRO",2013,26944,NA,491,2013-01-01,2013-12-31,365,1,"OWiD",0.0182229809976247,0.0166594369083369,0.0198916093547676
"Democratic Republic of Congo","COD","AFRO",2014,22203,NA,372,2014-01-01,2014-12-31,365,1,"OWiD",0.0167544926361303,0.015107207281801,0.0185299714162639
"Democratic Republic of Congo","COD","AFRO",2015,19182,NA,276,2015-01-01,2015-12-31,365,1,"OWiD",0.0143884892086331,0.0127511035157802,0.0161753894676829
"Democratic Republic of Congo","COD","AFRO",2016,28093,NA,759,2016-01-01,2016-12-31,365,1,"OWiD",0.027017406471363,0.0251527153279561,0.0289807592837958
"Democratic Republic of Congo","COD","AFRO",2017,56190,NA,1190,2017-01-01,2017-12-31,365,1,"OWiD",0.0211781455775049,0.0200035692230872,0.0224025355003359
"Democratic Republic of Congo","COD","AFRO",2018,30768,NA,972,2018-01-01,2018-12-31,365,1,"OWiD",0.031591263650546,0.0296649499796016,0.0336066663548206
"Democratic Republic of Congo","COD","AFRO",2019,30304,NA,514,2019-01-01,2019-12-31,365,1,"OWiD",0.0169614572333685,0.0155375700563493,0.0184789898682756
"Democratic Republic of Congo","COD","AFRO",2020,19789,NA,354,2020-01-01,2020-12-31,365,1,"OWiD",0.0178887260599323,0.0160878110949906,0.0198331967856061
"Democratic Republic of Congo","COD","AFRO",2021,12103,NA,209,2021-01-01,2021-12-31,365,1,"OWiD",0.0172684458398744,0.0150229505878056,0.0197501909479575
"Democratic Republic of Congo","COD","AFRO",2022,18961,0,298,2022-01-01,2022-12-31,365,1,"WHO_PDF_2022",0.0157164706502822,0.0139943326601112,0.0175893419509062
"Democratic Republic of Congo","COD","AFRO",2023,51970,NA,437,2023-01-08,2023-12-31,358,0.980150581793292,"dashboard:cholera_adm0_public_2023.csv",0.00840869732538003,0.00764157090587295,0.00923146181752388
"Democratic Republic of Congo","COD","AFRO",2024,31609,NA,437,2024-01-01,2024-12-23,358,0.980150581793292,"dashboard:cholera_adm0_public_2024.csv",0.0138251763738176,0.0125669600813637,0.0151738644965635
"Democratic Republic of Congo","COD","AFRO",2025,71147,NA,2071,2024-12-30,2025-12-22,358,0.980150581793292,"dashboard:cholera_adm0_public_2025.csv",0.0291087466794102,0.0278856677515757,0.030370425523362
"Democratic Republic of Congo","COD","AFRO",2026,26750,NA,783,2025-12-29,2026-05-11,134,0.366872005475702,"dashboard:cholera_adm0_public_snapshot_2026-06-02.csv",0.0292710280373832,0.0272835862261741,0.0313615729722773
"Djibouti","DJI","AFRO",1970,6,NA,3,1970-01-01,1970-12-31,365,1,"OWiD",0.5,0.118117248757025,0.881882751242975
"Djibouti","DJI","AFRO",1971,440,NA,81,1971-01-01,1971-12-31,365,1,"OWiD",0.184090909090909,0.148969446490519,0.223523991473173
"Djibouti","DJI","AFRO",1972,8,NA,3,1972-01-01,1972-12-31,365,1,"OWiD",0.375,0.0852334141372536,0.755136783633448
"Djibouti","DJI","AFRO",1976,2,NA,0,1976-01-01,1976-12-31,365,1,"OWiD",0,0,0.841886116991581
"Djibouti","DJI","AFRO",1977,2,NA,0,1977-01-01,1977-12-31,365,1,"OWiD",0,0,0.841886116991581
"Djibouti","DJI","AFRO",1978,3,NA,2,1978-01-01,1978-12-31,365,1,"OWiD",0.666666666666667,0.0942993240502461,0.991596241340387
"Djibouti","DJI","AFRO",1985,115,NA,7,1985-01-01,1985-12-31,365,1,"OWiD",0.0608695652173913,0.0248204388701864,0.121397313879288
"Djibouti","DJI","AFRO",1993,10055,NA,99,1993-01-01,1993-12-31,365,1,"OWiD",0.00984584783689707,0.00800921973418867,0.0119741121375369
"Djibouti","DJI","AFRO",1994,1122,NA,15,1994-01-01,1994-12-31,365,1,"OWiD",0.0133689839572193,0.00750130420106856,0.0219543741421027
"Djibouti","DJI","AFRO",1997,2424,NA,50,1997-01-01,1997-12-31,365,1,"OWiD",0.0206270627062706,0.0153476132267331,0.0271046677305558
"Djibouti","DJI","AFRO",1998,164,NA,3,1998-01-01,1998-12-31,365,1,"OWiD",0.0182926829268293,0.00378839533656946,0.0525261734382539
"Djibouti","DJI","AFRO",2000,1828,NA,32,2000-01-01,2000-12-31,365,1,"OWiD",0.0175054704595186,0.0120037585944237,0.0246232912764901
"Djibouti","DJI","AFRO",2007,1087,NA,27,2007-01-01,2007-12-31,365,1,"OWiD",0.0248390064397424,0.0164314171218669,0.0359348159154987
"Djibouti","DJI","AFRO",2010,2047,NA,19,2010-01-01,2010-12-31,365,1,"OWiD",0.0092818759159746,0.00559728245499076,0.0144570021386273
"Djibouti","DJI","AFRO",2011,127,NA,1,2011-01-01,2011-12-31,365,1,"OWiD",0.0078740157480315,0.000199332949321125,0.0430896736820099
"Equatorial Guinea","GNQ","AFRO",1984,404,NA,31,1984-01-01,1984-12-31,365,1,"OWiD",0.0767326732673267,0.052729201821227,0.107149431031387
"Equatorial Guinea","GNQ","AFRO",1985,108,NA,1,1985-01-01,1985-12-31,365,1,"OWiD",0.00925925925925926,0.000234396672809092,0.0505105336567463
"Equatorial Guinea","GNQ","AFRO",2004,59,NA,1,2004-01-01,2004-12-31,365,1,"OWiD",0.0169491525423729,0.000429023332723595,0.0908559328866493
"Equatorial Guinea","GNQ","AFRO",2005,6391,NA,33,2005-01-01,2005-12-31,365,1,"OWiD",0.00516351118760757,0.00355690995395078,0.00724391497455867
"Equatorial Guinea","GNQ","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Eritrea","ERI","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Eritrea","ERI","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Eritrea","ERI","AFRO",2007,119,NA,9,2007-01-01,2007-12-31,365,1,"OWiD",0.0756302521008403,0.0351654021976003,0.138717119479646
"Eritrea","ERI","AFRO",2008,1,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",0,0,0.975
"Eswatini","SWZ","AFRO",1978,2,NA,NA,1978-01-01,1978-12-31,365,1,"OWiD",NA,NA,NA
"Eswatini","SWZ","AFRO",1981,238,NA,17,1981-01-01,1981-12-31,365,1,"OWiD",0.0714285714285714,0.0421577903355504,0.111902338941985
"Eswatini","SWZ","AFRO",1982,538,NA,13,1982-01-01,1982-12-31,365,1,"OWiD",0.0241635687732342,0.0129273840259195,0.0409660033509144
"Eswatini","SWZ","AFRO",1992,2281,NA,30,1992-01-01,1992-12-31,365,1,"OWiD",0.0131521262604121,0.00889080263290541,0.0187226212461928
"Eswatini","SWZ","AFRO",1996,2,NA,0,1996-01-01,1996-12-31,365,1,"OWiD",0,0,0.841886116991581
"Eswatini","SWZ","AFRO",1998,7,NA,0,1998-01-01,1998-12-31,365,1,"OWiD",0,0,0.409616397225003
"Eswatini","SWZ","AFRO",1999,7,NA,0,1999-01-01,1999-12-31,365,1,"OWiD",0,0,0.409616397225003
"Eswatini","SWZ","AFRO",2000,141,NA,16,2000-01-01,2000-12-31,365,1,"OWiD",0.113475177304965,0.0662697169725685,0.177729304900689
"Eswatini","SWZ","AFRO",2001,5612,NA,107,2001-01-01,2001-12-31,365,1,"OWiD",0.0190662865288667,0.0156509271048287,0.022993730506071
"Eswatini","SWZ","AFRO",2002,134,NA,2,2002-01-01,2002-12-31,365,1,"OWiD",0.0149253731343284,0.00181267058906039,0.0528746532043398
"Eswatini","SWZ","AFRO",2003,32,NA,13,2003-01-01,2003-12-31,365,1,"OWiD",0.40625,0.236984100551743,0.593550753423524
"Eswatini","SWZ","AFRO",2004,1075,NA,16,2004-01-01,2004-12-31,365,1,"OWiD",0.0148837209302326,0.00853063175236097,0.0240579580914623
"Eswatini","SWZ","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Eswatini","SWZ","AFRO",2006,18,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",0,0,0.185301968137852
"Eswatini","SWZ","AFRO",2007,0,NA,0,2007-01-01,2007-12-31,365,1,"OWiD",NA,NA,NA
"Eswatini","SWZ","AFRO",2008,1,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",0,0,0.975
"Eswatini","SWZ","AFRO",2009,19,NA,0,2009-01-01,2009-12-31,365,1,"OWiD",0,0,0.176466911806965
"Eswatini","SWZ","AFRO",2023,2,NA,0,2023-03-27,2023-04-17,22,0.0602327173169062,"dashboard:cholera_adm0_public_2023.csv",0,0,0.841886116991581
"Ethiopia","ETH","AFRO",1970,850,NA,72,1970-01-01,1970-12-31,365,1,"OWiD",0.0847058823529412,0.066865341606242,0.105485284740248
"Ethiopia","ETH","AFRO",1971,2187,NA,124,1971-01-01,1971-12-31,365,1,"OWiD",0.0566986739826246,0.0473770548780137,0.0672290495329892
"Ethiopia","ETH","AFRO",1982,0,NA,0,1982-01-01,1982-12-31,365,1,"OWiD",NA,NA,NA
"Ethiopia","ETH","AFRO",2004,16,NA,0,2004-01-01,2004-12-31,365,1,"OWiD",0,0,0.205907214207823
"Ethiopia","ETH","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Ethiopia","ETH","AFRO",2006,54070,NA,575,2006-01-01,2006-12-31,365,1,"OWiD",0.0106343628629554,0.00978688560422471,0.0115349682707649
"Ethiopia","ETH","AFRO",2007,24121,NA,272,2007-01-01,2007-12-31,365,1,"OWiD",0.0112764810745823,0.0099823697677469,0.0126902698021047
"Ethiopia","ETH","AFRO",2008,3862,NA,23,2008-01-01,2008-12-31,365,1,"OWiD",0.00595546349041947,0.00377888761750504,0.00892279611503399
"Ethiopia","ETH","AFRO",2009,31509,NA,434,2009-01-01,2009-12-31,365,1,"OWiD",0.0137738423942366,0.0125160450319345,0.015122413202773
"Ethiopia","ETH","AFRO",2010,1682,NA,21,2010-01-01,2010-12-31,365,1,"OWiD",0.0124851367419738,0.00774465501642498,0.0190218335610283
"Ethiopia","ETH","AFRO",2019,2615,NA,36,2019-01-01,2019-12-31,365,1,"OWiD",0.0137667304015296,0.00966017792303618,0.0190084486342884
"Ethiopia","ETH","AFRO",2020,12226,NA,176,2020-01-01,2020-12-31,365,1,"OWiD",0.0143955504662195,0.0123594738628252,0.0166673600222212
"Ethiopia","ETH","AFRO",2021,674,NA,7,2021-01-01,2021-12-31,365,1,"OWiD",0.0103857566765579,0.00418552311154976,0.0212809513555928
"Ethiopia","ETH","AFRO",2022,846,0,27,2022-01-01,2022-12-31,365,1,"WHO_PDF_2022",0.0319148936170213,0.0211353268229179,0.0460964542401582
"Ethiopia","ETH","AFRO",2023,30463,NA,413,2023-01-02,2023-12-25,358,0.980150581793292,"dashboard:cholera_adm0_public_2023.csv",0.0135574303253127,0.0122889326193463,0.0149198972366644
"Ethiopia","ETH","AFRO",2024,27207,NA,272,2024-01-01,2024-12-23,358,0.980150581793292,"dashboard:cholera_adm0_public_2024.csv",0.0099974271327232,0.00884946714448864,0.0112517669667198
"Ethiopia","ETH","AFRO",2025,8505,NA,84,2024-12-30,2025-12-22,358,0.980150581793292,"dashboard:cholera_adm0_public_2025.csv",0.00987654320987654,0.00788535062903977,0.0122134337870262
"Ethiopia","ETH","AFRO",2026,53,NA,1,2025-12-29,2026-03-02,64,0.175222450376454,"dashboard:cholera_adm0_public_snapshot_2026-06-02.csv",0.0188679245283019,0.000477580412422113,0.100701526769146
"Gabon","GAB","AFRO",1979,5,NA,2,1979-01-01,1979-12-31,365,1,"OWiD",0.4,0.0527449505263169,0.853367200365327
"Gabon","GAB","AFRO",1981,7,NA,0,1981-01-01,1981-12-31,365,1,"OWiD",0,0,0.409616397225003
"Gabon","GAB","AFRO",2002,6,NA,NA,2002-01-01,2002-12-31,365,1,"OWiD",NA,NA,NA
"Gabon","GAB","AFRO",2003,629,NA,0,2003-01-01,2003-12-31,365,1,"OWiD",0,0,0.00584750959142235
"Gabon","GAB","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Gabon","GAB","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Gabon","GAB","AFRO",2008,2,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",0,0,0.841886116991581
"Gambia","GMB","AFRO",1985,2,NA,0,1985-01-01,1985-12-31,365,1,"OWiD",0,0,0.841886116991581
"Gambia","GMB","AFRO",1994,1,NA,0,1994-01-01,1994-12-31,365,1,"OWiD",0,0,0.975
"Gambia","GMB","AFRO",1995,15,NA,0,1995-01-01,1995-12-31,365,1,"OWiD",0,0,0.218019360910534
"Gambia","GMB","AFRO",1996,7,NA,0,1996-01-01,1996-12-31,365,1,"OWiD",0,0,0.409616397225003
"Gambia","GMB","AFRO",2005,214,NA,13,2005-01-01,2005-12-31,365,1,"OWiD",0.0607476635514019,0.0327387630699074,0.101640230107475
"Gambia","GMB","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Gambia","GMB","AFRO",2007,12,NA,1,2007-01-01,2007-12-31,365,1,"OWiD",0.0833333333333333,0.00210759323186023,0.384796165150944
"Gambia","GMB","AFRO",2008,1,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",0,0,0.975
"Ghana","GHA","AFRO",1970,2733,NA,180,1970-01-01,1970-12-31,365,1,"OWiD",0.0658616904500549,0.0568483742934013,0.0758177636092857
"Ghana","GHA","AFRO",1971,13048,NA,641,1971-01-01,1971-12-31,365,1,"OWiD",0.0491263028816677,0.045480429658522,0.0529749064329217
"Ghana","GHA","AFRO",1972,625,NA,32,1972-01-01,1972-12-31,365,1,"OWiD",0.0512,0.0352808148923536,0.071513284970759
"Ghana","GHA","AFRO",1973,677,NA,39,1973-01-01,1973-12-31,365,1,"OWiD",0.0576070901033973,0.0412813023700531,0.077912472337293
"Ghana","GHA","AFRO",1974,483,NA,37,1974-01-01,1974-12-31,365,1,"OWiD",0.0766045548654244,0.0545076312924661,0.104045240072449
"Ghana","GHA","AFRO",1975,187,NA,10,1975-01-01,1975-12-31,365,1,"OWiD",0.053475935828877,0.0259384429421014,0.0961434043633947
"Ghana","GHA","AFRO",1976,102,NA,0,1976-01-01,1976-12-31,365,1,"OWiD",0,0,0.035519326657884
"Ghana","GHA","AFRO",1977,6565,NA,353,1977-01-01,1977-12-31,365,1,"OWiD",0.0537699923838538,0.0484367506073839,0.0595038349774396
"Ghana","GHA","AFRO",1978,1853,NA,120,1978-01-01,1978-12-31,365,1,"OWiD",0.0647598488936859,0.0539808618899197,0.0769402217531516
"Ghana","GHA","AFRO",1979,1783,NA,113,1979-01-01,1979-12-31,365,1,"OWiD",0.0633763320246775,0.0525131378094273,0.0757018194610387
"Ghana","GHA","AFRO",1980,260,NA,21,1980-01-01,1980-12-31,365,1,"OWiD",0.0807692307692308,0.0506916483456397,0.120815075162552
"Ghana","GHA","AFRO",1981,943,NA,62,1981-01-01,1981-12-31,365,1,"OWiD",0.0657476139978791,0.0507763006468978,0.0834964228959882
"Ghana","GHA","AFRO",1982,11051,NA,1225,1982-01-01,1982-12-31,365,1,"OWiD",0.110849696860013,0.105054206472557,0.116851083083941
"Ghana","GHA","AFRO",1983,14160,NA,819,1983-01-01,1983-12-31,365,1,"OWiD",0.0578389830508475,0.0540499023508951,0.0618109925279445
"Ghana","GHA","AFRO",1984,1015,NA,92,1984-01-01,1984-12-31,365,1,"OWiD",0.09064039408867,0.0736932442283422,0.110003654159755
"Ghana","GHA","AFRO",1985,60,NA,0,1985-01-01,1985-12-31,365,1,"OWiD",0,0,0.0596294922861669
"Ghana","GHA","AFRO",1990,2937,NA,60,1990-01-01,1990-12-31,365,1,"OWiD",0.0204290091930541,0.0156247951665702,0.0262188116343762
"Ghana","GHA","AFRO",1991,13172,NA,409,1991-01-01,1991-12-31,365,1,"OWiD",0.0310507136349833,0.0281545795042738,0.0341563902572867
"Ghana","GHA","AFRO",1992,228,NA,23,1992-01-01,1992-12-31,365,1,"OWiD",0.100877192982456,0.0650288421096583,0.147515173128771
"Ghana","GHA","AFRO",1993,1448,NA,38,1993-01-01,1993-12-31,365,1,"OWiD",0.0262430939226519,0.0186366011783265,0.0358440627363846
"Ghana","GHA","AFRO",1994,2267,NA,54,1994-01-01,1994-12-31,365,1,"OWiD",0.0238200264666961,0.0179438051998181,0.0309667713622794
"Ghana","GHA","AFRO",1995,4698,NA,93,1995-01-01,1995-12-31,365,1,"OWiD",0.0197956577266922,0.0160066345706203,0.0241968140556399
"Ghana","GHA","AFRO",1996,1665,NA,70,1996-01-01,1996-12-31,365,1,"OWiD",0.042042042042042,0.0329178625565482,0.0528214984306419
"Ghana","GHA","AFRO",1997,379,NA,12,1997-01-01,1997-12-31,365,1,"OWiD",0.0316622691292876,0.0164652604774549,0.0546540570616086
"Ghana","GHA","AFRO",1998,3426,NA,108,1998-01-01,1998-12-31,365,1,"OWiD",0.031523642732049,0.0259296151476376,0.0379346789854991
"Ghana","GHA","AFRO",1999,9432,NA,260,1999-01-01,1999-12-31,365,1,"OWiD",0.0275657336726039,0.0243551176940678,0.0310723632803352
"Ghana","GHA","AFRO",2000,3331,NA,74,2000-01-01,2000-12-31,365,1,"OWiD",0.0222155508856199,0.0174832693856722,0.0278101887684692
"Ghana","GHA","AFRO",2001,5487,NA,160,2001-01-01,2001-12-31,365,1,"OWiD",0.0291598323309641,0.0248686614395882,0.0339609208833715
"Ghana","GHA","AFRO",2002,3614,NA,65,2002-01-01,2002-12-31,365,1,"OWiD",0.0179856115107914,0.0139076419423095,0.0228673791873001
"Ghana","GHA","AFRO",2003,204,NA,4,2003-01-01,2003-12-31,365,1,"OWiD",0.0196078431372549,0.00536769331713676,0.0494402884801317
"Ghana","GHA","AFRO",2004,407,NA,6,2004-01-01,2004-12-31,365,1,"OWiD",0.0147420147420147,0.0054287707552182,0.0318095580699527
"Ghana","GHA","AFRO",2005,3166,NA,51,2005-01-01,2005-12-31,365,1,"OWiD",0.0161086544535692,0.0120168577152317,0.0211260837432716
"Ghana","GHA","AFRO",2006,3357,NA,107,2006-01-01,2006-12-31,365,1,"OWiD",0.0318736967530533,0.0261932276664043,0.0383874623692078
"Ghana","GHA","AFRO",2007,179,NA,18,2007-01-01,2007-12-31,365,1,"OWiD",0.100558659217877,0.0606938933896835,0.154266185228041
"Ghana","GHA","AFRO",2008,1223,NA,25,2008-01-01,2008-12-31,365,1,"OWiD",0.0204415372035977,0.0132713038354686,0.0300286369924794
"Ghana","GHA","AFRO",2009,1294,NA,9,2009-01-01,2009-12-31,365,1,"OWiD",0.00695517774343122,0.00318513737651113,0.0131618679403718
"Ghana","GHA","AFRO",2010,438,NA,3,2010-01-01,2010-12-31,365,1,"OWiD",0.00684931506849315,0.0014147268641362,0.0198852008445147
"Ghana","GHA","AFRO",2011,10628,NA,105,2011-01-01,2011-12-31,365,1,"OWiD",0.00987956341738803,0.00808741407227213,0.0119473528873144
"Ghana","GHA","AFRO",2012,9548,NA,100,2012-01-01,2012-12-31,365,1,"OWiD",0.0104733975701718,0.00852947049373302,0.012724005117988
"Ghana","GHA","AFRO",2013,50,NA,0,2013-01-01,2013-12-31,365,1,"OWiD",0,0,0.0711217364641976
"Ghana","GHA","AFRO",2014,28944,NA,243,2014-01-01,2014-12-31,365,1,"OWiD",0.0083955223880597,0.007376684517231,0.00951479687084289
"Ghana","GHA","AFRO",2015,692,NA,8,2015-01-01,2015-12-31,365,1,"OWiD",0.0115606936416185,0.00500393605515478,0.0226515406403226
"Ghana","GHA","AFRO",2016,175,NA,0,2016-01-01,2016-12-31,365,1,"OWiD",0,0,0.0208586953490574
"Ghana","GHA","AFRO",2019,1,NA,0,2019-01-01,2019-12-31,365,1,"OWiD",0,0,0.975
"Ghana","GHA","AFRO",2021,2,NA,0,2021-01-01,2021-12-31,365,1,"OWiD",0,0,0.841886116991581
"Ghana","GHA","AFRO",2024,4618,NA,37,2024-08-19,2024-12-23,127,0.347707049965777,"dashboard:cholera_adm0_public_2024.csv",0.00801212646167172,0.00564737002123913,0.0110269062076437
"Ghana","GHA","AFRO",2025,2562,NA,14,2025-01-06,2025-09-01,239,0.654346338124572,"dashboard:cholera_adm0_public_2025.csv",0.00546448087431694,0.0029906061349856,0.00915148979447455
"Guinea","GIN","AFRO",1970,2000,NA,60,1970-01-01,1970-12-31,365,1,"OWiD",0.03,0.0229695504021375,0.0384488560962701
