"country","iso_code","year","cases_total","region","cases_imported","cfr","deaths_total"
"Gabon","GAB",2003,629,"AFRO",NA,0,0
"Gabon","GAB",2005,0,"AFRO",NA,NA,0
"Gabon","GAB",2006,0,"AFRO",NA,NA,0
"Gabon","GAB",2008,2,"AFRO",NA,0,0
"Gambia","GMB",1985,2,"AFRO",NA,0,0
"Gambia","GMB",1994,1,"AFRO",NA,0,0
"Gambia","GMB",1995,15,"AFRO",NA,0,0
"Gambia","GMB",1996,7,"AFRO",NA,0,0
"Gambia","GMB",2005,214,"AFRO",NA,0.0607476635514019,13
"Gambia","GMB",2006,0,"AFRO",NA,NA,0
"Gambia","GMB",2007,12,"AFRO",NA,0.0833333333333333,1
"Gambia","GMB",2008,1,"AFRO",NA,0,0
"Ghana","GHA",1970,2733,"AFRO",NA,0.0658616904500549,180
"Ghana","GHA",1971,13048,"AFRO",NA,0.0491263028816677,641
"Ghana","GHA",1972,625,"AFRO",NA,0.0512,32
"Ghana","GHA",1973,677,"AFRO",NA,0.0576070901033973,39
"Ghana","GHA",1974,483,"AFRO",NA,0.0766045548654244,37
"Ghana","GHA",1975,187,"AFRO",NA,0.053475935828877,10
"Ghana","GHA",1976,102,"AFRO",NA,0,0
"Ghana","GHA",1977,6565,"AFRO",NA,0.0537699923838538,353
"Ghana","GHA",1978,1853,"AFRO",NA,0.0647598488936859,120
"Ghana","GHA",1979,1783,"AFRO",NA,0.0633763320246775,113
"Ghana","GHA",1980,260,"AFRO",NA,0.0807692307692308,21
"Ghana","GHA",1981,943,"AFRO",NA,0.0657476139978791,62
"Ghana","GHA",1982,11051,"AFRO",NA,0.110849696860013,1225
"Ghana","GHA",1983,14160,"AFRO",NA,0.0578389830508475,819
"Ghana","GHA",1984,1015,"AFRO",NA,0.09064039408867,92
"Ghana","GHA",1985,60,"AFRO",NA,0,0
"Ghana","GHA",1990,2937,"AFRO",NA,0.0204290091930541,60
"Ghana","GHA",1991,13172,"AFRO",NA,0.0310507136349833,409
"Ghana","GHA",1992,228,"AFRO",NA,0.100877192982456,23
"Ghana","GHA",1993,1448,"AFRO",NA,0.0262430939226519,38
"Ghana","GHA",1994,2267,"AFRO",NA,0.0238200264666961,54
"Ghana","GHA",1995,4698,"AFRO",NA,0.0197956577266922,93
"Ghana","GHA",1996,1665,"AFRO",NA,0.042042042042042,70
"Ghana","GHA",1997,379,"AFRO",NA,0.0316622691292876,12
"Ghana","GHA",1998,3426,"AFRO",NA,0.031523642732049,108
"Ghana","GHA",1999,9432,"AFRO",NA,0.0275657336726039,260
"Ghana","GHA",2000,3331,"AFRO",NA,0.0222155508856199,74
"Ghana","GHA",2001,5487,"AFRO",NA,0.0291598323309641,160
"Ghana","GHA",2002,3614,"AFRO",NA,0.0179856115107914,65
"Ghana","GHA",2003,204,"AFRO",NA,0.0196078431372549,4
"Ghana","GHA",2004,407,"AFRO",NA,0.0147420147420147,6
"Ghana","GHA",2005,3166,"AFRO",NA,0.0161086544535692,51
"Ghana","GHA",2006,3357,"AFRO",NA,0.0318736967530533,107
"Ghana","GHA",2007,179,"AFRO",NA,0.100558659217877,18
"Ghana","GHA",2008,1223,"AFRO",NA,0.0204415372035977,25
"Ghana","GHA",2009,1294,"AFRO",NA,0.00695517774343122,9
"Ghana","GHA",2010,438,"AFRO",NA,0.00684931506849315,3
"Ghana","GHA",2011,10628,"AFRO",NA,0.00987956341738803,105
"Ghana","GHA",2012,9548,"AFRO",NA,0.0104733975701718,100
"Ghana","GHA",2013,50,"AFRO",NA,0,0
"Ghana","GHA",2014,28944,"AFRO",NA,0.0083955223880597,243
"Ghana","GHA",2015,692,"AFRO",NA,0.0115606936416185,8
"Ghana","GHA",2016,175,"AFRO",NA,0,0
"Ghana","GHA",2019,1,"AFRO",NA,0,0
"Ghana","GHA",2021,2,"AFRO",NA,0,0
"Guinea","GIN",1970,2000,"AFRO",NA,0.03,60
"Guinea","GIN",1986,286,"AFRO",NA,0.202797202797203,58
"Guinea","GIN",1994,31415,"AFRO",NA,0.0213592233009709,671
"Guinea","GIN",1995,6506,"AFRO",NA,0.0868429142330157,565
"Guinea","GIN",1996,287,"AFRO",NA,0.0592334494773519,17
"Guinea","GIN",1998,881,"AFRO",NA,0.0601589103291714,53
"Guinea","GIN",1999,599,"AFRO",NA,0.0467445742904841,28
"Guinea","GIN",2000,519,"AFRO",NA,0.0616570327552987,32
"Guinea","GIN",2001,392,"AFRO",NA,0.0561224489795918,22
"Guinea","GIN",2002,61,"AFRO",NA,0.180327868852459,11
"Guinea","GIN",2003,6,"AFRO",NA,0.166666666666667,1
"Guinea","GIN",2004,1516,"AFRO",NA,0.0771767810026385,117
"Guinea","GIN",2005,3821,"AFRO",NA,0.0280031405391259,107
"Guinea","GIN",2006,3242,"AFRO",NA,0.067550894509562,219
"Guinea","GIN",2007,8546,"AFRO",NA,0.0363912941727124,311
"Guinea","GIN",2008,513,"AFRO",NA,0.0623781676413255,32
"Guinea","GIN",2009,42,"AFRO",NA,0,0
"Guinea","GIN",2011,3,"AFRO",NA,0,0
"Guinea","GIN",2012,7350,"AFRO",NA,0.0180952380952381,133
"Guinea","GIN",2013,319,"AFRO",NA,0.100313479623824,32
"Guinea","GIN",2014,1,"AFRO",NA,0,0
"Guinea-Bissau","GNB",1986,200,"AFRO",NA,0.25,50
"Guinea-Bissau","GNB",1987,6000,"AFRO",NA,0.0113333333333333,68
"Guinea-Bissau","GNB",1994,15296,"AFRO",NA,0.0186323221757322,285
"Guinea-Bissau","GNB",1995,119,"AFRO",NA,0,0
"Guinea-Bissau","GNB",1996,8397,"AFRO",NA,0.0100035727045373,84
"Guinea-Bissau","GNB",1997,20555,"AFRO",NA,0.0440282169788373,905
"Guinea-Bissau","GNB",1998,126,"AFRO",NA,0.0158730158730159,2
"Guinea-Bissau","GNB",2002,842,"AFRO",NA,0.00712589073634204,6
"Guinea-Bissau","GNB",2003,290,"AFRO",NA,0.00689655172413793,2
"Guinea-Bissau","GNB",2004,155,"AFRO",NA,0.0193548387096774,3
"Guinea-Bissau","GNB",2005,25111,"AFRO",NA,0.015889450838278,399
"Guinea-Bissau","GNB",2006,37,"AFRO",NA,0,0
"Guinea-Bissau","GNB",2007,153,"AFRO",NA,0.0522875816993464,8
"Guinea-Bissau","GNB",2008,14323,"AFRO",NA,0.0157089995112756,225
"Guinea-Bissau","GNB",2009,5,"AFRO",NA,0,0
"Guinea-Bissau","GNB",2012,3068,"AFRO",NA,0.00717079530638853,22
"Guinea-Bissau","GNB",2013,969,"AFRO",NA,0.0288957688338493,28
"Guinea-Bissau","GNB",2014,11,"AFRO",NA,0.181818181818182,2
"Kenya","KEN",1971,239,"AFRO",NA,0.158995815899582,38
"Kenya","KEN",1972,51,"AFRO",NA,0,0
"Kenya","KEN",1974,402,"AFRO",NA,0.0497512437810945,20
"Kenya","KEN",1975,1093,"AFRO",NA,0.0677035681610247,74
"Kenya","KEN",1976,1359,"AFRO",NA,0.0434142752023547,59
"Kenya","KEN",1977,21,"AFRO",NA,0,0
"Kenya","KEN",1978,673,"AFRO",NA,0.025260029717682,17
"Kenya","KEN",1979,1070,"AFRO",NA,0.00186915887850467,2
"Kenya","KEN",1980,2808,"AFRO",NA,0.014957264957265,42
"Kenya","KEN",1981,2424,"AFRO",NA,0.0445544554455446,108
"Kenya","KEN",1982,3498,"AFRO",NA,0.0260148656375071,91
"Kenya","KEN",1983,1049,"AFRO",NA,0.0505243088655863,53
"Kenya","KEN",1984,14,"AFRO",NA,0,0
"Kenya","KEN",1985,1352,"AFRO",NA,0.0754437869822485,102
"Kenya","KEN",1986,839,"AFRO",NA,0.0536352800953516,45
"Kenya","KEN",1987,255,"AFRO",NA,0.0470588235294118,12
"Kenya","KEN",1989,918,"AFRO",NA,0.0348583877995643,32
"Kenya","KEN",1992,3388,"AFRO",NA,0.0295159386068477,100
"Kenya","KEN",1994,880,"AFRO",NA,0.0318181818181818,28
"Kenya","KEN",1995,1547,"AFRO",NA,0.0252100840336134,39
"Kenya","KEN",1996,482,"AFRO",NA,0.029045643153527,14
"Kenya","KEN",1997,17200,"AFRO",NA,0.0322674418604651,555
"Kenya","KEN",1998,22432,"AFRO",NA,0.0551444365192582,1237
"Kenya","KEN",1999,11039,"AFRO",NA,0.0317057704502219,350
"Kenya","KEN",2000,1157,"AFRO",NA,0.0674157303370786,78
"Kenya","KEN",2001,1001,"AFRO",NA,0.0549450549450549,55
"Kenya","KEN",2002,291,"AFRO",NA,0.0343642611683849,10
"Kenya","KEN",2004,870,"AFRO",NA,0.0172413793103448,15
"Kenya","KEN",2005,816,"AFRO",NA,0.0257352941176471,21
"Kenya","KEN",2006,870,"AFRO",NA,0.0126436781609195,11
"Kenya","KEN",2007,1206,"AFRO",NA,0.0555555555555556,67
"Kenya","KEN",2008,3091,"AFRO",NA,0.0365577483015205,113
"Kenya","KEN",2009,11425,"AFRO",NA,0.0231072210065646,264
"Kenya","KEN",2010,3188,"AFRO",NA,0.0197616060225847,63
"Kenya","KEN",2011,74,"AFRO",NA,0.027027027027027,2
"Kenya","KEN",2014,35,"AFRO",NA,0.257142857142857,9
"Kenya","KEN",2015,13291,"AFRO",NA,0.00504100519148296,67
"Kenya","KEN",2016,5866,"AFRO",NA,0.0136379133992499,80
"Kenya","KEN",2017,4288,"AFRO",NA,0.0191231343283582,82
"Kenya","KEN",2018,5719,"AFRO",NA,0.0136387480328729,78
"Kenya","KEN",2019,5208,"AFRO",NA,0.027073732718894,141
"Kenya","KEN",2020,447,"AFRO",NA,0.0268456375838926,12
"Kenya","KEN",2021,38,"AFRO",NA,0,0
"Lesotho","LSO",2005,0,"AFRO",NA,NA,0
"Lesotho","LSO",2006,0,"AFRO",NA,NA,0
"Liberia","LBR",1970,168,"AFRO",NA,0.160714285714286,27
"Liberia","LBR",1971,606,"AFRO",NA,0.174917491749175,106
"Liberia","LBR",1972,947,"AFRO",NA,0.0295670538542767,28
"Liberia","LBR",1973,1336,"AFRO",NA,0.0202095808383234,27
"Liberia","LBR",1974,512,"AFRO",NA,0.0234375,12
"Liberia","LBR",1975,704,"AFRO",NA,0.0227272727272727,16
"Liberia","LBR",1976,646,"AFRO",NA,0.0154798761609907,10
"Liberia","LBR",1977,512,"AFRO",NA,0.03515625,18
"Liberia","LBR",1978,422,"AFRO",NA,0.0213270142180095,9
"Liberia","LBR",1979,438,"AFRO",NA,0.0136986301369863,6
"Liberia","LBR",1980,2690,"AFRO",NA,0.0204460966542751,55
"Liberia","LBR",1981,1582,"AFRO",NA,0.0208596713021492,33
"Liberia","LBR",1982,670,"AFRO",NA,0.0119402985074627,8
"Liberia","LBR",1983,183,"AFRO",NA,0.0655737704918033,12
"Liberia","LBR",1984,492,"AFRO",NA,0.016260162601626,8
"Liberia","LBR",1985,355,"AFRO",NA,0.00845070422535211,3
"Liberia","LBR",1986,59,"AFRO",NA,0,0
"Liberia","LBR",1987,33,"AFRO",NA,0.0303030303030303,1
"Liberia","LBR",1988,68,"AFRO",NA,0.0147058823529412,1
"Liberia","LBR",1989,28,"AFRO",NA,0,0
"Liberia","LBR",1991,132,"AFRO",NA,0.303030303030303,40
"Liberia","LBR",1994,764,"AFRO",NA,0.0222513089005236,17
"Liberia","LBR",1995,3420,"AFRO",NA,0.0368421052631579,126
"Liberia","LBR",1996,8922,"AFRO",NA,0.0189419412687738,169
"Liberia","LBR",1997,91,"AFRO",NA,0,0
"Liberia","LBR",1998,2123,"AFRO",NA,0.00800753650494583,17
"Liberia","LBR",1999,215,"AFRO",NA,0,0
"Liberia","LBR",2000,365,"AFRO",NA,0.0273972602739726,10
"Liberia","LBR",2001,1062,"AFRO",NA,0,0
"Liberia","LBR",2002,1115,"AFRO",NA,0,0
"Liberia","LBR",2003,34740,"AFRO",NA,0.00109383995394358,38
"Liberia","LBR",2004,2786,"AFRO",NA,0.00143575017946877,4
"Liberia","LBR",2005,3823,"AFRO",NA,0.00470834423227832,18
"Liberia","LBR",2006,4929,"AFRO",NA,0.00344897545141002,17
"Liberia","LBR",2007,3063,"AFRO",NA,0.00228534116878877,7
"Liberia","LBR",2008,1236,"AFRO",NA,0.00242718446601942,3
"Liberia","LBR",2009,1070,"AFRO",NA,0.00186915887850467,2
"Liberia","LBR",2010,1546,"AFRO",NA,0,0
"Liberia","LBR",2011,1146,"AFRO",NA,NA,NA
"Liberia","LBR",2012,219,"AFRO",NA,0,0
"Liberia","LBR",2013,92,"AFRO",NA,0,0
"Liberia","LBR",2014,44,"AFRO",NA,0,0
"Liberia","LBR",2018,2,"AFRO",NA,0,0
"Liberia","LBR",2021,167,"AFRO",NA,0,0
"Madagascar","MDG",1971,2,"AFRO",NA,0,0
"Madagascar","MDG",1996,0,"AFRO",NA,NA,0
"Madagascar","MDG",1999,9973,"AFRO",NA,0.0550486313045222,549
"Madagascar","MDG",2000,29305,"AFRO",NA,0.0570551100494796,1672
"Madagascar","MDG",2001,7219,"AFRO",NA,0.0572101399085746,413
"Madagascar","MDG",2002,27,"AFRO",NA,0,0
"Madagascar","MDG",2003,5,"AFRO",NA,0,0
"Madagascar","MDG",2005,0,"AFRO",NA,NA,0
"Madagascar","MDG",2006,0,"AFRO",NA,NA,0
"Malawi","MWI",1973,371,"AFRO",NA,0.0539083557951483,20
"Malawi","MWI",1976,19,"AFRO",NA,0,0
"Malawi","MWI",1977,577,"AFRO",NA,0,0
"Malawi","MWI",1978,263,"AFRO",NA,0.091254752851711,24
"Malawi","MWI",1981,261,"AFRO",NA,0,0
"Malawi","MWI",1983,487,"AFRO",NA,0.100616016427105,49
"Malawi","MWI",1988,6,"AFRO",NA,0,0
"Malawi","MWI",1989,8351,"AFRO",NA,0.0019159382109927,16
"Malawi","MWI",1990,13457,"AFRO",NA,0.0357434792301404,481
"Malawi","MWI",1991,8088,"AFRO",NA,0.0302917903066271,245
"Malawi","MWI",1992,298,"AFRO",NA,0.0268456375838926,8
"Malawi","MWI",1993,25193,"AFRO",NA,0.0207994284126543,524
"Malawi","MWI",1994,107,"AFRO",NA,0.102803738317757,11
"Malawi","MWI",1995,1,"AFRO",NA,0,0
"Malawi","MWI",1996,1,"AFRO",NA,0,0
"Malawi","MWI",1997,130,"AFRO",NA,0.115384615384615,15
"Malawi","MWI",1998,1745,"AFRO",NA,0.0424068767908309,74
"Malawi","MWI",1999,26508,"AFRO",NA,0.0244454504300589,648
"Malawi","MWI",2000,2391,"AFRO",NA,0.0234211626934337,56
"Malawi","MWI",2001,2395,"AFRO",NA,0.0175365344467641,42
"Malawi","MWI",2002,32618,"AFRO",NA,0.0279293641547612,911
"Malawi","MWI",2003,2736,"AFRO",NA,0.0124269005847953,34
"Malawi","MWI",2004,675,"AFRO",NA,0.00592592592592593,4
"Malawi","MWI",2005,1105,"AFRO",NA,0.00995475113122172,11
"Malawi","MWI",2006,4148,"AFRO",NA,0.0132594021215043,55
"Malawi","MWI",2007,475,"AFRO",NA,0.0105263157894737,5
"Malawi","MWI",2008,831,"AFRO",NA,0.0312876052948255,26
"Malawi","MWI",2009,5751,"AFRO",NA,0.021735350373848,125
"Malawi","MWI",2010,1155,"AFRO",NA,0.0147186147186147,17
"Malawi","MWI",2011,120,"AFRO",NA,0.0333333333333333,4
"Malawi","MWI",2012,187,"AFRO",NA,0.0106951871657754,2
"Malawi","MWI",2015,693,"AFRO",NA,0.0158730158730159,11
"Malawi","MWI",2016,1792,"AFRO",NA,0.0256696428571429,46
"Malawi","MWI",2017,344,"AFRO",NA,0.0145348837209302,5
"Malawi","MWI",2018,812,"AFRO",NA,0.0332512315270936,27
"Malawi","MWI",2019,23,"AFRO",NA,0,0
"Malawi","MWI",2020,3,"AFRO",NA,0,0
"Malawi","MWI",2021,2,"AFRO",NA,0,0
"Mali","MLI",1970,2665,"AFRO",NA,0.075422138836773,201
"Mali","MLI",1971,4792,"AFRO",NA,0.275667779632721,1321
"Mali","MLI",1972,2,"AFRO",NA,0,0
"Mali","MLI",1973,219,"AFRO",NA,0.146118721461187,32
"Mali","MLI",1974,130,"AFRO",NA,0.161538461538462,21
"Mali","MLI",1984,1795,"AFRO",NA,0.226183844011142,406
"Mali","MLI",1985,3759,"AFRO",NA,0.22293163075286,838
"Mali","MLI",1986,1916,"AFRO",NA,0.0788100208768267,151
"Mali","MLI",1987,352,"AFRO",NA,0.238636363636364,84
"Mali","MLI",1995,2191,"AFRO",NA,0.105431309904153,231
"Mali","MLI",1996,5723,"AFRO",NA,0.132972217368513,761
"Mali","MLI",1997,6,"AFRO",NA,0.5,3
"Mali","MLI",1999,6,"AFRO",NA,0.5,3
"Mali","MLI",2000,1885,"AFRO",NA,0.0270557029177719,51
"Mali","MLI",2001,67,"AFRO",NA,0.134328358208955,9
"Mali","MLI",2002,18,"AFRO",NA,0.111111111111111,2
"Mali","MLI",2003,1455,"AFRO",NA,0.081786941580756,119
"Mali","MLI",2004,2839,"AFRO",NA,0.0722085241282142,205
"Mali","MLI",2005,1178,"AFRO",NA,0.0645161290322581,76
"Mali","MLI",2006,7,"AFRO",NA,0,0
"Mali","MLI",2008,153,"AFRO",NA,0.0326797385620915,5
"Mali","MLI",2011,2220,"AFRO",NA,0.0427927927927928,95
"Mali","MLI",2012,219,"AFRO",NA,0.0867579908675799,19
"Mali","MLI",2013,23,"AFRO",NA,0.0869565217391304,2
"Mali","MLI",2021,12,"AFRO",NA,0.333333333333333,4
"Mauritania","MRT",1971,1139,"AFRO",NA,0.0465320456540825,53
"Mauritania","MRT",1972,148,"AFRO",NA,0.162162162162162,24
"Mauritania","MRT",1973,150,"AFRO",NA,0.146666666666667,22
"Mauritania","MRT",1984,166,"AFRO",NA,0.0903614457831325,15
"Mauritania","MRT",1985,259,"AFRO",NA,0.0772200772200772,20
"Mauritania","MRT",1986,3734,"AFRO",NA,0.030262453133369,113
"Mauritania","MRT",1987,1578,"AFRO",NA,0.0640050697084918,101
"Mauritania","MRT",1988,575,"AFRO",NA,0.0660869565217391,38
"Mauritania","MRT",1989,700,"AFRO",NA,0.0385714285714286,27
"Mauritania","MRT",1996,4534,"AFRO",NA,0.0326422584913983,148
"Mauritania","MRT",1997,462,"AFRO",NA,0.0151515151515152,7
"Mauritania","MRT",2002,80,"AFRO",NA,0,0
"Mauritania","MRT",2003,34,"AFRO",NA,0.235294117647059,8
"Mauritania","MRT",2005,4132,"AFRO",NA,0.0169409486931268,70
"Mauritania","MRT",2006,25,"AFRO",NA,0,0
"Mauritania","MRT",2007,3,"AFRO",NA,0,0
"Mauritania","MRT",2011,46,"AFRO",NA,0.0652173913043478,3
"Mauritius","MUS",2005,0,"AFRO",NA,NA,0
"Mauritius","MUS",2006,0,"AFRO",NA,NA,0
"Mozambique","MOZ",1973,453,"AFRO",NA,0.19205298013245,87
"Mozambique","MOZ",1974,1018,"AFRO",NA,0.135559921414538,138
"Mozambique","MOZ",1975,11,"AFRO",NA,0.272727272727273,3
"Mozambique","MOZ",1976,3,"AFRO",NA,0.666666666666667,2
"Mozambique","MOZ",1977,18,"AFRO",NA,0.166666666666667,3
"Mozambique","MOZ",1979,4564,"AFRO",NA,0.119851007887818,547
"Mozambique","MOZ",1980,1212,"AFRO",NA,0.0701320132013201,85
"Mozambique","MOZ",1981,1753,"AFRO",NA,0.0752994865944096,132
"Mozambique","MOZ",1982,2301,"AFRO",NA,0.086484137331595,199
"Mozambique","MOZ",1983,10745,"AFRO",NA,0.0416007445323406,447
"Mozambique","MOZ",1984,521,"AFRO",NA,0.0211132437619962,11
"Mozambique","MOZ",1985,3,"AFRO",NA,0,0
"Mozambique","MOZ",1986,1,"AFRO",NA,0,0
"Mozambique","MOZ",1989,371,"AFRO",NA,0.032345013477089,12
"Mozambique","MOZ",1990,4152,"AFRO",NA,0.0467244701348748,194
"Mozambique","MOZ",1991,7847,"AFRO",NA,0.0417994137887091,328
"Mozambique","MOZ",1992,30802,"AFRO",NA,0.0236023634828907,727
"Mozambique","MOZ",1993,19803,"AFRO",NA,0.0256021814876534,507
"Mozambique","MOZ",1994,692,"AFRO",NA,0.0390173410404624,27
"Mozambique","MOZ",1996,0,"AFRO",NA,NA,0
"Mozambique","MOZ",1997,8739,"AFRO",NA,0.0296372582675363,259
"Mozambique","MOZ",1998,42672,"AFRO",NA,0.031706974128234,1353
"Mozambique","MOZ",1999,44329,"AFRO",NA,0.0269349635678675,1194
"Mozambique","MOZ",2000,17649,"AFRO",NA,0.0134851832965041,238
"Mozambique","MOZ",2001,8794,"AFRO",NA,0.0115988173754833,102
"Mozambique","MOZ",2002,24375,"AFRO",NA,0.0140307692307692,342
"Mozambique","MOZ",2003,13758,"AFRO",NA,0.00741386829481029,102
"Mozambique","MOZ",2004,20080,"AFRO",NA,0.00547808764940239,110
"Mozambique","MOZ",2005,2226,"AFRO",NA,0.0107816711590297,24
"Mozambique","MOZ",2006,6306,"AFRO",NA,0.0045987947986045,29
"Mozambique","MOZ",2007,2622,"AFRO",NA,0.0083905415713196,22
"Mozambique","MOZ",2008,9087,"AFRO",NA,0.0112248266754705,102
"Mozambique","MOZ",2009,19679,"AFRO",NA,0.00787641648457747,155
"Mozambique","MOZ",2010,7430,"AFRO",NA,0.0157469717362046,117
"Mozambique","MOZ",2011,1279,"AFRO",NA,0.00390930414386239,5
"Mozambique","MOZ",2012,647,"AFRO",NA,0.0108191653786708,7
"Mozambique","MOZ",2013,1869,"AFRO",NA,0.0101658640984484,19
"Mozambique","MOZ",2014,480,"AFRO",NA,0.00208333333333333,1
"Mozambique","MOZ",2015,8739,"AFRO",NA,0.00732349239043369,64
"Mozambique","MOZ",2016,883,"AFRO",NA,0.00226500566251416,2
"Mozambique","MOZ",2017,5892,"AFRO",NA,0.00169721656483367,10
"Mozambique","MOZ",2018,910,"AFRO",NA,0,0
"Mozambique","MOZ",2019,7010,"AFRO",NA,0.00114122681883024,8
"Mozambique","MOZ",2020,3787,"AFRO",NA,0.00105624504885133,4
"Mozambique","MOZ",2021,5072,"AFRO",NA,0.0041403785488959,21
"Namibia","NAM",2005,0,"AFRO",NA,NA,0
"Namibia","NAM",2006,185,"AFRO",NA,0.027027027027027,5
"Namibia","NAM",2007,14,"AFRO",NA,0,0
"Namibia","NAM",2008,3496,"AFRO",NA,0.0108695652173913,38
"Namibia","NAM",2009,159,"AFRO",NA,0.0188679245283019,3
"Namibia","NAM",2013,3,"AFRO",NA,0,0
"Namibia","NAM",2014,485,"AFRO",NA,0.0268041237113402,13
"Niger","NER",1970,16,"AFRO",NA,0.5,8
"Niger","NER",1971,9265,"AFRO",NA,0.252995143011333,2344
"Niger","NER",1972,51,"AFRO",NA,0.235294117647059,12
"Niger","NER",1973,121,"AFRO",NA,0.132231404958678,16
"Niger","NER",1974,286,"AFRO",NA,0.262237762237762,75
"Niger","NER",1981,7,"AFRO",NA,0,0
"Niger","NER",1984,3788,"AFRO",NA,0.0813093980992608,308
"Niger","NER",1989,166,"AFRO",NA,0.132530120481928,22
"Niger","NER",1991,3238,"AFRO",NA,0.113341568869673,367
"Niger","NER",1994,732,"AFRO",NA,0.113387978142077,83
"Niger","NER",1995,264,"AFRO",NA,0.0568181818181818,15
"Niger","NER",1996,3957,"AFRO",NA,0.0520596411422795,206
"Niger","NER",1997,259,"AFRO",NA,0.0501930501930502,13
"Niger","NER",1999,1186,"AFRO",NA,0.0716694772344014,85
"Niger","NER",2000,225,"AFRO",NA,0.168888888888889,38
"Niger","NER",2001,81,"AFRO",NA,0.0123456790123457,1
"Niger","NER",2002,236,"AFRO",NA,0.0508474576271186,12
"Niger","NER",2003,292,"AFRO",NA,0.0376712328767123,11
"Niger","NER",2004,2178,"AFRO",NA,0.0261707988980716,57
"Niger","NER",2005,553,"AFRO",NA,0.0994575045207957,55
"Niger","NER",2006,1232,"AFRO",NA,0.0657467532467532,81
"Niger","NER",2007,24,"AFRO",NA,0.0833333333333333,2
"Niger","NER",2008,972,"AFRO",NA,0.0720164609053498,70
"Niger","NER",2010,1154,"AFRO",NA,0.0571923743500867,66
"Niger","NER",2011,2324,"AFRO",NA,0.0258175559380379,60
"Niger","NER",2012,5284,"AFRO",NA,0.0208175624526874,110
"Niger","NER",2013,585,"AFRO",NA,0.0222222222222222,13
"Niger","NER",2014,2059,"AFRO",NA,0.0388538125303545,80
"Niger","NER",2015,51,"AFRO",NA,0.0784313725490196,4
"Niger","NER",2016,38,"AFRO",NA,0.157894736842105,6
"Niger","NER",2018,3900,"AFRO",NA,0.02,78
"Niger","NER",2021,5591,"AFRO",NA,0.0296905741370059,166
"Nigeria","NGA",1970,15,"AFRO",NA,0.266666666666667,4
"Nigeria","NGA",1971,22931,"AFRO",NA,0.128428764554533,2945
"Nigeria","NGA",1972,1363,"AFRO",NA,0.070432868672047,96
"Nigeria","NGA",1973,157,"AFRO",NA,0.171974522292994,27
"Nigeria","NGA",1975,38,"AFRO",NA,0.0263157894736842,1
"Nigeria","NGA",1976,112,"AFRO",NA,0.223214285714286,25
"Nigeria","NGA",1977,376,"AFRO",NA,0.0265957446808511,10
"Nigeria","NGA",1978,197,"AFRO",NA,0.101522842639594,20
"Nigeria","NGA",1979,293,"AFRO",NA,0.0136518771331058,4
"Nigeria","NGA",1980,138,"AFRO",NA,0.181159420289855,25
"Nigeria","NGA",1981,107,"AFRO",NA,0.168224299065421,18
"Nigeria","NGA",1982,248,"AFRO",NA,0.0725806451612903,18
"Nigeria","NGA",1983,178,"AFRO",NA,0.0112359550561798,2
"Nigeria","NGA",1984,1667,"AFRO",NA,0.110977804439112,185
"Nigeria","NGA",1985,30,"AFRO",NA,0,0
"Nigeria","NGA",1986,91,"AFRO",NA,0.252747252747253,23
"Nigeria","NGA",1987,1290,"AFRO",NA,0.086046511627907,111
"Nigeria","NGA",1988,137,"AFRO",NA,0.072992700729927,10
"Nigeria","NGA",1989,1078,"AFRO",NA,0.0565862708719852,61
"Nigeria","NGA",1991,59478,"AFRO",NA,0.12868623692794,7654
"Nigeria","NGA",1992,8687,"AFRO",NA,0.0789685737308622,686
"Nigeria","NGA",1993,4160,"AFRO",NA,0.0639423076923077,266
"Nigeria","NGA",1994,2859,"AFRO",NA,0.109478838754809,313
"Nigeria","NGA",1995,1059,"AFRO",NA,0.0821529745042493,87
"Nigeria","NGA",1996,12374,"AFRO",NA,0.0964118312590916,1193
"Nigeria","NGA",1997,1322,"AFRO",NA,0.101361573373676,134
"Nigeria","NGA",1998,3464,"AFRO",NA,0.0539838337182448,187
"Nigeria","NGA",1999,26358,"AFRO",NA,0.0791031185977692,2085
"Nigeria","NGA",2000,2799,"AFRO",NA,0.0153626295105395,43
"Nigeria","NGA",2001,2312,"AFRO",NA,0.0514705882352941,119
"Nigeria","NGA",2002,5429,"AFRO",NA,0.0283661816172407,154
"Nigeria","NGA",2003,1933,"AFRO",NA,0.0450077599586136,87
"Nigeria","NGA",2004,3186,"AFRO",NA,0.0580665411173886,185
"Nigeria","NGA",2005,4477,"AFRO",NA,0.0388653115925843,174
"Nigeria","NGA",2006,2028,"AFRO",NA,0.0626232741617357,127
"Nigeria","NGA",2007,1661,"AFRO",NA,0.028898254063817,48
"Nigeria","NGA",2008,5410,"AFRO",NA,0.0456561922365989,247
"Nigeria","NGA",2009,13691,"AFRO",NA,0.0314805346578044,431
"Nigeria","NGA",2010,44456,"AFRO",NA,0.0385099874032752,1712
"Nigeria","NGA",2011,23377,"AFRO",NA,0.031740599734782,742
"Nigeria","NGA",2012,597,"AFRO",NA,0.0301507537688442,18
"Nigeria","NGA",2013,6600,"AFRO",NA,0.0346969696969697,229
"Nigeria","NGA",2014,35996,"AFRO",NA,0.0209745527280809,755
"Nigeria","NGA",2015,5290,"AFRO",NA,0.0351606805293006,186
"Nigeria","NGA",2016,768,"AFRO",NA,0.0416666666666667,32
