"iso_code","year","total_population","births_per_1000","deaths_per_1000"
"EGY",2087,198240475,11.685,9.232
"EGY",2088,198692010.5,11.608,9.31
"EGY",2089,199110320.5,11.552,9.386
"EGY",2090,199500190,11.49,9.46
"EGY",2091,199868284,11.44,9.552
"EGY",2092,200211943,11.388,9.635
"EGY",2093,200529821,11.329,9.725
"EGY",2094,200820194,11.262,9.813
"EGY",2095,201078011,11.189,9.903
"EGY",2096,201300655.5,11.131,9.994
"EGY",2097,201487950,11.069,10.074
"EGY",2098,201650877.5,11.015,10.151
"EGY",2099,201787334.5,10.952,10.234
"EGY",2100,201895183.5,10.885,10.309
"ERI",1967,1152338.5,47.594,23.303
"ERI",1968,1181737,47.337,22.985
"ERI",1969,1212005.5,47.029,22.66
"ERI",1970,1243453,46.977,22.299
"ERI",1971,1276154,46.603,21.927
"ERI",1972,1309234.5,46.224,22.584
"ERI",1973,1342669.5,45.958,22.148
"ERI",1974,1375688,45.877,23.989
"ERI",1975,1408210,45.826,23.833
"ERI",1976,1443807,45.716,20.609
"ERI",1977,1482565,45.44,20.284
"ERI",1978,1522378,45.137,19.944
"ERI",1979,1563331.5,44.928,19.612
"ERI",1980,1605797.5,44.782,19.005
"ERI",1981,1649939.5,44.758,18.742
"ERI",1982,1695461,44.799,18.761
"ERI",1983,1736160.5,44.951,25.702
"ERI",1984,1771730.5,44.89,25.078
"ERI",1985,1807816.5,44.827,24.16
"ERI",1986,1845164,44.696,23.305
"ERI",1987,1888669,44.492,16.838
"ERI",1988,1938254.5,44.337,16.393
"ERI",1989,1987017,43.908,16.581
"ERI",1990,2032737,43.316,15.323
"ERI",1991,1919570.5,46.07,15.99
"ERI",1992,1798748,42.304,13.705
"ERI",1993,1856006.5,40.853,13.009
"ERI",1994,1913915,42.145,12.735
"ERI",1995,2025267,39.469,11.741
"ERI",1996,2128464,43.277,12.007
"ERI",1997,2152134.5,41.218,11.502
"ERI",1998,2180418.5,39.91,14.533
"ERI",1999,2212780.5,38.424,18.033
"ERI",2000,2247031,37.969,11.145
"ERI",2001,2312078.5,36.353,9.892
"ERI",2002,2392978,37.081,9.736
"ERI",2003,2493903,35.894,9.313
"ERI",2004,2598283.5,37,9.233
"ERI",2005,2661214.5,36.369,8.964
"ERI",2006,2703502,36.179,8.633
"ERI",2007,2743222.5,34.965,8.317
"ERI",2008,2816327.5,34.136,8.077
"ERI",2009,2887885,34.213,7.825
"ERI",2010,2945186.5,33.453,7.615
"ERI",2011,2998485,33.032,7.417
"ERI",2012,3036988.5,32.41,7.248
"ERI",2013,3074360.5,31.702,7.124
"ERI",2014,3095172.5,31.456,6.989
"ERI",2015,3105546,30.554,6.828
"ERI",2016,3124698,30.092,6.729
"ERI",2017,3150347,29.551,6.604
"ERI",2018,3192760.5,29.195,6.484
"ERI",2019,3240194,29.119,6.413
"ERI",2020,3291270.5,28.872,6.582
"ERI",2021,3350183,28.818,6.612
"ERI",2022,3409447,28.675,6.319
"ERI",2023,3470389.5,28.544,6.047
"ERI",2024,3535603,28.719,5.995
"ERI",2025,3607003,28.632,5.941
"ERI",2026,3682669,28.62,5.893
"ERI",2027,3760374,28.507,5.842
"ERI",2028,3840143,28.369,5.788
"ERI",2029,3920472,28.208,5.738
"ERI",2030,4002672,27.975,5.689
"ERI",2031,4085045.5,27.727,5.641
"ERI",2032,4166513.5,27.425,5.588
"ERI",2033,4249505.5,27.069,5.542
"ERI",2034,4334729.5,26.659,5.497
"ERI",2035,4420922.5,26.236,5.457
"ERI",2036,4509757,25.768,5.413
"ERI",2037,4601934.5,25.358,5.379
"ERI",2038,4692343.5,24.91,5.353
"ERI",2039,4780475.5,24.461,5.326
"ERI",2040,4868676.5,24.009,5.306
"ERI",2041,4954488,23.602,5.294
"ERI",2042,5039301,23.139,5.278
"ERI",2043,5124265,22.749,5.269
"ERI",2044,5207870,22.35,5.264
"ERI",2045,5292768,21.995,5.264
"ERI",2046,5375967.5,21.669,5.268
"ERI",2047,5456501,21.34,5.271
"ERI",2048,5537542,21.042,5.279
"ERI",2049,5617356.5,20.786,5.291
"ERI",2050,5696062,20.524,5.303
"ERI",2051,5775739,20.304,5.321
"ERI",2052,5858065,20.081,5.337
"ERI",2053,5941185.5,19.88,5.353
"ERI",2054,6018816,19.725,5.374
"ERI",2055,6095239,19.508,5.393
"ERI",2056,6170190.5,19.329,5.422
"ERI",2057,6243951.5,19.106,5.448
"ERI",2058,6321628.5,18.917,5.478
"ERI",2059,6399810.5,18.719,5.514
"ERI",2060,6478361,18.531,5.546
"ERI",2061,6556896,18.348,5.58
"ERI",2062,6632337,18.153,5.622
"ERI",2063,6709274.5,17.921,5.663
"ERI",2064,6784082,17.752,5.714
"ERI",2065,6852234.5,17.519,5.761
"ERI",2066,6922395.5,17.263,5.817
"ERI",2067,6992724,17.026,5.88
"ERI",2068,7061501,16.784,5.939
"ERI",2069,7129181.5,16.579,6.013
"ERI",2070,7194167,16.342,6.09
"ERI",2071,7257209,16.137,6.172
"ERI",2072,7318844.5,15.934,6.259
"ERI",2073,7381153.5,15.757,6.348
"ERI",2074,7439758,15.571,6.444
"ERI",2075,7497515,15.385,6.548
"ERI",2076,7555651,15.208,6.655
"ERI",2077,7610587.5,15.026,6.764
"ERI",2078,7664749.5,14.876,6.878
"ERI",2079,7716193,14.736,6.992
"ERI",2080,7768723.5,14.576,7.105
"ERI",2081,7816263,14.459,7.228
"ERI",2082,7858174.5,14.317,7.346
"ERI",2083,7901725,14.186,7.46
"ERI",2084,7946506.5,14.066,7.572
"ERI",2085,7992739.5,13.949,7.685
"ERI",2086,8036914,13.857,7.795
"ERI",2087,8076333,13.768,7.903
"ERI",2088,8112913,13.661,8.009
"ERI",2089,8148192.5,13.55,8.114
"ERI",2090,8182351.5,13.428,8.211
"ERI",2091,8214604.5,13.337,8.307
"ERI",2092,8247063.5,13.218,8.391
"ERI",2093,8277311.5,13.13,8.479
"ERI",2094,8302904.5,13.024,8.558
"ERI",2095,8328759,12.916,8.632
"ERI",2096,8352718.5,12.82,8.696
"ERI",2097,8374835,12.707,8.762
"ERI",2098,8397345.5,12.595,8.816
"ERI",2099,8420966.5,12.5,8.869
"ERI",2100,8444381.5,12.408,8.918
"ESH",1967,50624,50.849,22.733
"ESH",1968,55984,51.219,22.379
"ESH",1969,61644,51.382,22.13
"ESH",1970,71727.5,48.241,20.537
"ESH",1971,78720.5,41.529,20.592
"ESH",1972,78249.5,41.036,20.408
"ESH",1973,77646,40.855,19.88
"ESH",1974,76477.5,41.25,19.272
"ESH",1975,66889.5,46.465,29.446
"ESH",1976,64489,37.622,23.117
"ESH",1977,77388.5,38.292,21.682
"ESH",1978,90890.5,44.514,21.095
"ESH",1979,104981.5,48.42,24.966
"ESH",1980,117374.5,51.669,24.396
"ESH",1981,126896,51.861,20.532
"ESH",1982,134481,51.094,19.786
"ESH",1983,140584.5,49.844,18.912
"ESH",1984,146150,48.053,17.945
"ESH",1985,151759.5,46.237,16.992
"ESH",1986,157364,43.932,16.072
"ESH",1987,162878,41.674,15.488
"ESH",1988,168408,39.496,13.22
"ESH",1989,173923,37.564,13.291
"ESH",1990,179544,35.727,9.93
"ESH",1991,185300.5,33.769,9.5
"ESH",1992,190938,32.116,9.117
"ESH",1993,196473.5,30.643,8.782
"ESH",1994,201918,29.374,8.482
"ESH",1995,209924.5,27.94,8.127
"ESH",1996,221387,27.182,7.956
"ESH",1997,233772.5,26.629,7.827
"ESH",1998,246303.5,26.125,7.698
"ESH",1999,258969.5,25.603,7.558
"ESH",2000,271943.5,25.003,7.416
"ESH",2001,285188,24.212,7.277
"ESH",2002,298463.5,23.365,7.126
"ESH",2003,311784,22.754,6.993
"ESH",2004,325189.5,22.292,6.866
"ESH",2005,338699,22.051,6.764
"ESH",2006,352647.5,21.846,6.674
"ESH",2007,366861.5,21.657,6.584
"ESH",2008,380822.5,21.45,6.509
"ESH",2009,394957,21.202,6.413
"ESH",2010,409715.5,20.979,6.335
"ESH",2011,425087,20.629,6.273
"ESH",2012,441030.5,20.329,6.229
"ESH",2013,457424,19.892,6.174
"ESH",2014,472579,19.562,6.159
"ESH",2015,486222,19.099,6.138
"ESH",2016,499650.5,18.664,6.124
"ESH",2017,512843,18.24,6.128
"ESH",2018,525782,17.765,6.148
"ESH",2019,538440,17.288,6.181
"ESH",2020,549365,16.885,6.238
"ESH",2021,558619,16.399,6.26
"ESH",2022,568738.5,15.899,6.29
"ESH",2023,579729,15.503,6.344
"ESH",2024,590506,15.394,6.442
"ESH",2025,600903.5,15.031,6.514
"ESH",2026,610813,14.747,6.598
"ESH",2027,620332.5,14.467,6.696
"ESH",2028,629583.5,14.213,6.801
"ESH",2029,638579.5,13.998,6.908
"ESH",2030,647479.5,13.829,7.02
"ESH",2031,656174,13.699,7.136
"ESH",2032,664596.5,13.582,7.252
"ESH",2033,672820,13.484,7.379
"ESH",2034,680600.5,13.413,7.503
"ESH",2035,688152,13.342,7.63
"ESH",2036,695574.5,13.286,7.76
"ESH",2037,702654,13.232,7.888
"ESH",2038,709524.5,13.176,8.018
"ESH",2039,716268.5,13.134,8.151
"ESH",2040,722864.5,13.099,8.28
"ESH",2041,729396,13.053,8.401
"ESH",2042,735831,13.011,8.523
"ESH",2043,741990.5,12.963,8.64
"ESH",2044,747825.5,12.897,8.774
"ESH",2045,753418,12.833,8.9
"ESH",2046,758703,12.752,9.03
"ESH",2047,763688,12.666,9.155
"ESH",2048,768305,12.576,9.291
"ESH",2049,772793,12.478,9.429
"ESH",2050,777315.5,12.387,9.561
"ESH",2051,781596,12.283,9.696
"ESH",2052,785744.5,12.191,9.836
"ESH",2053,789761.5,12.094,9.977
"ESH",2054,793557,11.978,10.111
"ESH",2055,797073,11.88,10.251
"ESH",2056,800190,11.779,10.398
"ESH",2057,803064.5,11.686,10.534
"ESH",2058,805709,11.608,10.665
"ESH",2059,807936,11.518,10.796
"ESH",2060,809953.5,11.443,10.927
"ESH",2061,812040,11.404,11.047
"ESH",2062,814057.5,11.361,11.166
"ESH",2063,815833.5,11.319,11.255
"ESH",2064,817450.5,11.278,11.342
"ESH",2065,819004.5,11.229,11.421
"ESH",2066,820374.5,11.197,11.489
"ESH",2067,821621,11.161,11.543
"ESH",2068,822710,11.145,11.585
"ESH",2069,823483.5,11.123,11.611
"ESH",2070,824293,11.102,11.628
"ESH",2071,824999.5,11.089,11.629
"ESH",2072,825601,11.066,11.602
"ESH",2073,826485,11.035,11.584
"ESH",2074,827408,11.004,11.534
"ESH",2075,828239,10.973,11.484
"ESH",2076,829086,10.936,11.428
"ESH",2077,829861,10.887,11.371
"ESH",2078,830795,10.857,11.295
"ESH",2079,831808.5,10.827,11.236
"ESH",2080,832607.5,10.788,11.169
"ESH",2081,833329,10.736,11.125
"ESH",2082,834028.5,10.693,11.072
"ESH",2083,834627,10.64,11.024
"ESH",2084,835065,10.584,10.999
"ESH",2085,835410,10.524,10.987
"ESH",2086,835856,10.458,10.971
"ESH",2087,836247.5,10.407,10.978
"ESH",2088,836500.5,10.341,10.984
"ESH",2089,836624,10.293,11.001
"ESH",2090,836543.5,10.254,11.021
"ESH",2091,836415,10.202,11.06
"ESH",2092,836198,10.151,11.109
"ESH",2093,835809.5,10.107,11.156
"ESH",2094,835285.5,10.064,11.216
"ESH",2095,834712,10.021,11.28
"ESH",2096,834183,9.986,11.339
"ESH",2097,833655,9.967,11.399
"ESH",2098,832927.5,9.94,11.464
"ESH",2099,832124.5,9.916,11.529
"ESH",2100,831293.5,9.893,11.587
"ETH",1967,25620276,49.595,22.457
"ETH",1968,26337930,49.544,22.374
"ETH",1969,27072570.5,49.561,22.359
"ETH",1970,27829128,49.732,22.393
"ETH",1971,28600106,49.863,22.344
"ETH",1972,29374608.5,49.963,23.416
"ETH",1973,30166785,50.121,23.352
"ETH",1974,30957273,50.371,25.262
"ETH",1975,31723252.5,50.63,25.367
"ETH",1976,32534418.5,50.719,23.069
"ETH",1977,33167272,51.24,23.219
"ETH",1978,33734592.5,50.99,23.025
"ETH",1979,34238652,51.291,22.458
"ETH",1980,34428514.5,51.435,22.171
"ETH",1981,35304012,50.33,21.471
"ETH",1982,36701290,50.818,21.368
"ETH",1983,37740817,51.098,28.219
"ETH",1984,38735722,51.382,27.614
"ETH",1985,39842136,51.561,26.536
"ETH",1986,41037655.5,51.498,25.905
"ETH",1987,42460039.5,51.181,19.225
"ETH",1988,44150825.5,50.929,19.37
"ETH",1989,45879690.5,50.815,19.39
"ETH",1990,47609754.5,50.789,19.71
"ETH",1991,49717198,50.248,18.48
"ETH",1992,51853747.5,50.396,18.116
"ETH",1993,53708891.5,50.063,17.762
"ETH",1994,55611508,49.627,17.473
"ETH",1995,57537335,49,17.176
"ETH",1996,59467635.5,48.551,16.662
"ETH",1997,61404538.5,47.862,16.185
"ETH",1998,63363524,46.985,15.658
"ETH",1999,65374561,46.393,15.632
"ETH",2000,67411494,45.59,14.681
"ETH",2001,69487762,44.987,14.222
"ETH",2002,71635517,44.264,13.697
"ETH",2003,73832663,43.334,13.114
"ETH",2004,76077206,42.712,12.519
"ETH",2005,78367470.5,42.104,12.074
"ETH",2006,80703490,41.086,11.427
"ETH",2007,83103217.5,40.054,10.732
"ETH",2008,85543668,38.886,10.067
"ETH",2009,88007636.5,37.538,9.505
"ETH",2010,90538513.5,36.571,8.98
"ETH",2011,93149970,35.671,8.534
"ETH",2012,95798767,34.563,8.118
"ETH",2013,98438751,33.644,7.78
"ETH",2014,101115609.5,33.408,7.461
"ETH",2015,103867134.5,33.331,7.206
"ETH",2016,106718162,33.329,6.999
"ETH",2017,109666481,33.222,6.786
"ETH",2018,112664152.5,33.394,6.631
"ETH",2019,115737382.5,33.549,6.481
"ETH",2020,118917671.5,33.31,6.403
"ETH",2021,122138588.5,32.876,6.638
"ETH",2022,125384286.5,32.413,6.093
"ETH",2023,128691692,31.903,5.96
"ETH",2024,132059767.5,31.469,5.879
"ETH",2025,135472050.5,30.831,5.8
"ETH",2026,138902185,30.331,5.725
"ETH",2027,142364797,29.826,5.65
"ETH",2028,145841261.5,29.313,5.585
"ETH",2029,149336061.5,28.811,5.524
"ETH",2030,152855357,28.298,5.47
"ETH",2031,156382428,27.78,5.42
"ETH",2032,159923899,27.27,5.377
"ETH",2033,163453315.5,26.785,5.331
"ETH",2034,166978793.5,26.304,5.294
"ETH",2035,170532954,25.86,5.264
"ETH",2036,174097775,25.431,5.239
"ETH",2037,177661138,25.054,5.218
"ETH",2038,181235896.5,24.706,5.202
"ETH",2039,184835110.5,24.362,5.191
"ETH",2040,188450902,24.062,5.178
"ETH",2041,192068629.5,23.788,5.175
"ETH",2042,195695304.5,23.527,5.171
"ETH",2043,199347986,23.252,5.173
"ETH",2044,203014371,22.967,5.18
"ETH",2045,206673639.5,22.689,5.182
"ETH",2046,210337848,22.393,5.189
"ETH",2047,214023508,22.107,5.196
"ETH",2048,217710205,21.862,5.206
"ETH",2049,221377337,21.592,5.22
"ETH",2050,225021874.5,21.293,5.237
"ETH",2051,228687200.5,21.051,5.25
"ETH",2052,232351187,20.775,5.265
"ETH",2053,235962631,20.492,5.28
"ETH",2054,239552288,20.229,5.304
"ETH",2055,243110907.5,19.94,5.331
"ETH",2056,246680484,19.69,5.359
"ETH",2057,250236662,19.438,5.388
"ETH",2058,253710523,19.183,5.416
"ETH",2059,257197861,18.93,5.448
"ETH",2060,260708340.5,18.678,5.477
"ETH",2061,264199560.5,18.436,5.517
"ETH",2062,267645242.5,18.204,5.562
"ETH",2063,271030544,17.976,5.609
"ETH",2064,274384528.5,17.746,5.651
"ETH",2065,277696130.5,17.536,5.698
"ETH",2066,280962142,17.337,5.749
"ETH",2067,284228959.5,17.127,5.804
"ETH",2068,287470102.5,16.928,5.86
"ETH",2069,290649757,16.734,5.918
"ETH",2070,293790937.5,16.563,5.979
"ETH",2071,296898927.5,16.394,6.042
"ETH",2072,299991561.5,16.226,6.111
"ETH",2073,303031540,16.069,6.177
"ETH",2074,306045179.5,15.907,6.252
"ETH",2075,309057820,15.738,6.319
"ETH",2076,312022570,15.595,6.395
"ETH",2077,314937464,15.437,6.47
"ETH",2078,317795949.5,15.274,6.542
"ETH",2079,320556434,15.109,6.616
"ETH",2080,323238508,14.962,6.693
"ETH",2081,325898295,14.826,6.771
"ETH",2082,328548346,14.687,6.846
"ETH",2083,331139301.5,14.542,6.92
"ETH",2084,333649598.5,14.399,6.997
"ETH",2085,336129183,14.254,7.075
"ETH",2086,338594904.5,14.124,7.153
"ETH",2087,340987034.5,14.002,7.224
"ETH",2088,343252759,13.896,7.3
"ETH",2089,345446107.5,13.766,7.373
"ETH",2090,347651462.5,13.636,7.443
"ETH",2091,349838449,13.532,7.511
"ETH",2092,351932640,13.424,7.582
"ETH",2093,353977283.5,13.314,7.654
"ETH",2094,356019001.5,13.2,7.726
"ETH",2095,357996250,13.104,7.797
"ETH",2096,359956948,13.001,7.862
"ETH",2097,361920506.5,12.898,7.935
"ETH",2098,363782120.5,12.801,8.005
"ETH",2099,365542014,12.715,8.071
"ETH",2100,367289596.5,12.615,8.138
"GAB",1967,563108,34.079,18.305
"GAB",1968,572257,34.399,17.944
"GAB",1969,583276,34.654,17.562
"GAB",1970,595845.5,35.064,17.215
"GAB",1971,608348.5,35.546,16.878
"GAB",1972,620960,36.025,16.548
"GAB",1973,633995.5,36.293,16.212
"GAB",1974,647690.5,36.502,15.843
"GAB",1975,662197,36.879,15.493
"GAB",1976,677628,37.283,15.151
"GAB",1977,693983.5,37.653,14.825
"GAB",1978,711244.5,37.999,14.499
"GAB",1979,729374.5,38.229,14.163
"GAB",1980,748389,38.57,13.847
"GAB",1981,768385.5,38.955,13.541
"GAB",1982,789286,39.015,13.305
"GAB",1983,811005.5,39.124,13.03
"GAB",1984,833501,38.961,12.746
"GAB",1985,856726,38.85,12.45
"GAB",1986,880704.5,38.71,12.184
"GAB",1987,905478.5,38.687,11.948
"GAB",1988,931020.5,38.465,11.733
"GAB",1989,957137.5,38.007,11.512
"GAB",1990,983734,37.594,11.308
"GAB",1991,1010818.5,37.16,11.107
"GAB",1992,1038380.5,36.746,10.927
"GAB",1993,1066404.5,36.295,10.756
"GAB",1994,1094720.5,35.514,10.602
"GAB",1995,1123212.5,34.728,10.431
"GAB",1996,1152015,34.146,10.318
"GAB",1997,1181439.5,33.906,10.161
"GAB",1998,1211735.5,33.71,10.027
"GAB",1999,1243016.5,33.478,9.882
"GAB",2000,1275572.5,33.429,9.746
"GAB",2001,1309588.5,33.228,9.602
"GAB",2002,1345135,33.076,9.452
"GAB",2003,1382349.5,32.869,9.262
"GAB",2004,1421608.5,32.748,9.102
"GAB",2005,1463495,32.682,8.926
"GAB",2006,1508337,32.612,8.755
"GAB",2007,1556237.5,32.585,8.556
"GAB",2008,1607175,32.617,8.35
"GAB",2009,1661556,32.869,8.171
"GAB",2010,1719879,33.031,7.994
"GAB",2011,1781984.5,33.011,7.802
"GAB",2012,1846889.5,32.49,7.615
"GAB",2013,1913058.5,31.919,7.44
"GAB",2014,1978399.5,31.384,7.272
"GAB",2015,2040989.5,31.085,7.138
"GAB",2016,2100306,30.983,7.024
"GAB",2017,2156900,30.774,6.918
"GAB",2018,2212317.5,30.537,6.817
"GAB",2019,2267705.5,30.146,6.693
"GAB",2020,2322539,29.541,6.831
"GAB",2021,2376722,28.938,6.802
"GAB",2022,2430747,28.3,6.519
"GAB",2023,2484788.5,27.666,6.269
"GAB",2024,2538951.5,27.127,6.226
"GAB",2025,2593129.5,26.646,6.182
"GAB",2026,2647399.5,26.246,6.148
"GAB",2027,2701851,25.804,6.123
"GAB",2028,2756476.5,25.452,6.103
"GAB",2029,2811346,25.197,6.092
"GAB",2030,2866667,24.961,6.086
"GAB",2031,2922500.5,24.709,6.086
"GAB",2032,2978805.5,24.515,6.092
"GAB",2033,3035703.5,24.357,6.096
"GAB",2034,3093221.5,24.212,6.103
"GAB",2035,3151467.5,24.073,6.113
"GAB",2036,3210583.5,23.956,6.134
"GAB",2037,3270297.5,23.808,6.146
"GAB",2038,3330504.5,23.693,6.16
"GAB",2039,3391378.5,23.569,6.185
"GAB",2040,3452988.5,23.419,6.203
"GAB",2041,3515217,23.266,6.226
"GAB",2042,3577741,23.065,6.25
"GAB",2043,3640561.5,22.871,6.273
"GAB",2044,3703794.5,22.651,6.296
"GAB",2045,3767429,22.425,6.322
"GAB",2046,3831210,22.207,6.351
"GAB",2047,3894845.5,21.947,6.373
"GAB",2048,3958287.5,21.663,6.396
"GAB",2049,4021472,21.413,6.426
"GAB",2050,4084533,21.142,6.459
"GAB",2051,4147626.5,20.858,6.483
"GAB",2052,4210534,20.605,6.516
"GAB",2053,4273199,20.366,6.542
"GAB",2054,4335945.5,20.138,6.575
"GAB",2055,4398423.5,19.918,6.603
"GAB",2056,4460549,19.687,6.63
"GAB",2057,4522305.5,19.48,6.659
"GAB",2058,4583752.5,19.237,6.685
"GAB",2059,4645217,19.02,6.718
"GAB",2060,4706268,18.826,6.741
"GAB",2061,4766791,18.638,6.769
"GAB",2062,4827102.5,18.477,6.807
"GAB",2063,4887483.5,18.344,6.834
"GAB",2064,4947899,18.213,6.859
"GAB",2065,5008163.5,18.057,6.883
"GAB",2066,5068346,17.899,6.904
"GAB",2067,5128605.5,17.746,6.924
"GAB",2068,5188652.5,17.634,6.948
"GAB",2069,5248439.5,17.48,6.968
"GAB",2070,5308219.5,17.351,6.982
"GAB",2071,5368059,17.215,6.998
"GAB",2072,5427832.5,17.103,7.011
"GAB",2073,5487381,16.976,7.031
"GAB",2074,5546513.5,16.826,7.04
"GAB",2075,5605450,16.667,7.052
"GAB",2076,5664223.5,16.545,7.059
"GAB",2077,5722839,16.402,7.067
"GAB",2078,5781305.5,16.267,7.08
"GAB",2079,5839310.5,16.136,7.103
"GAB",2080,5896871.5,15.993,7.117
"GAB",2081,5953993,15.832,7.135
"GAB",2082,6010585,15.666,7.166
"GAB",2083,6066494,15.516,7.191
"GAB",2084,6121551,15.368,7.225
"GAB",2085,6175548,15.229,7.263
"GAB",2086,6229008,15.093,7.302
"GAB",2087,6282274,14.95,7.346
"GAB",2088,6335085,14.826,7.393
"GAB",2089,6386843,14.712,7.445
"GAB",2090,6437490,14.596,7.506
"GAB",2091,6487337,14.474,7.574
"GAB",2092,6536350,14.374,7.64
"GAB",2093,6584735.5,14.29,7.715
"GAB",2094,6632416,14.175,7.789
"GAB",2095,6679617,14.07,7.861
"GAB",2096,6726250,13.969,7.934
"GAB",2097,6771938,13.892,8.005
"GAB",2098,6816441,13.803,8.071
"GAB",2099,6859975,13.715,8.137
"GAB",2100,6903322.5,13.633,8.199
"GHA",1967,8271913,47.747,19.077
"GHA",1968,8475729.5,47.663,19.014
"GHA",1969,8690383,47.885,18.896
"GHA",1970,8925812.5,47.677,18.779
"GHA",1971,9176264,47.397,18.47
"GHA",1972,9438187,46.922,17.76
"GHA",1973,9714616.5,46.438,17.267
"GHA",1974,10000523.5,45.89,16.812
"GHA",1975,10294308.5,45.302,16.328
"GHA",1976,10594913,44.737,15.877
"GHA",1977,10911870.5,44.371,15.464
"GHA",1978,11248450,44.126,15.284
"GHA",1979,11597255.5,44.017,15.144
"GHA",1980,11941448,44.128,15.085
"GHA",1981,12281712,43.933,14.656
"GHA",1982,12643819,43.575,14.386
"GHA",1983,13029836.5,43.35,14.198
"GHA",1984,13370589.5,43.383,14.061
"GHA",1985,13661229.5,43.081,13.675
"GHA",1986,13965216.5,42.724,13.28
"GHA",1987,14289107.5,42.228,12.882
"GHA",1988,14636568,41.495,12.456
"GHA",1989,15006812.5,40.89,12.067
"GHA",1990,15394648.5,40.473,11.748
"GHA",1991,15787496,39.897,11.51
"GHA",1992,16184855.5,39.203,11.266
"GHA",1993,16589519,38.491,11.084
"GHA",1994,16993189.5,37.493,11.036
"GHA",1995,17399016.5,36.727,10.763
"GHA",1996,17810181.5,35.838,10.557
"GHA",1997,18238957.5,35.6,10.389
"GHA",1998,18688036.5,35.468,10.248
"GHA",1999,19149864.5,35.552,10.11
"GHA",2000,19637087,35.898,9.991
"GHA",2001,20167068.5,35.62,9.866
"GHA",2002,20729388,35.223,9.722
"GHA",2003,21296705,34.779,9.58
"GHA",2004,21868298,34.282,9.436
"GHA",2005,22449438,34.403,9.314
"GHA",2006,23040702,33.877,9.161
"GHA",2007,23642279,33.223,9.015
"GHA",2008,24249946,32.789,8.884
"GHA",2009,24862664.5,32.585,8.741
"GHA",2010,25474994.5,32.672,8.604
"GHA",2011,26095088,32.685,8.485
"GHA",2012,26734268.5,32.519,8.333
"GHA",2013,27386192.5,32.219,8.169
"GHA",2014,28041592.5,31.547,7.981
"GHA",2015,28696067.5,31.114,7.845
"GHA",2016,29356741.5,30.172,7.693
"GHA",2017,30008354,28.926,7.558
"GHA",2018,30637584.5,28.388,7.448
"GHA",2019,31258945,27.891,7.34
"GHA",2020,31887809,27.43,7.439
"GHA",2021,32518665,27.034,7.482
"GHA",2022,33149152,26.596,7.095
"GHA",2023,33787914,26.31,7.04
"GHA",2024,34427413.5,25.92,7.009
"GHA",2025,35064272.5,25.607,6.987
"GHA",2026,35697557,25.316,6.969
"GHA",2027,36328263,25.035,6.954
"GHA",2028,36959314,24.798,6.943
"GHA",2029,37589710,24.552,6.942
"GHA",2030,38222089,24.319,6.944
"GHA",2031,38856803,24.099,6.952
"GHA",2032,39492793.5,23.887,6.966
"GHA",2033,40132725,23.717,6.981
"GHA",2034,40774155.5,23.514,7.001
"GHA",2035,41412554.5,23.315,7.026
"GHA",2036,42047456,23.103,7.054
"GHA",2037,42682175,22.866,7.082
"GHA",2038,43314977,22.645,7.118
"GHA",2039,43942858.5,22.425,7.154
"GHA",2040,44568350,22.179,7.196
"GHA",2041,45190635.5,21.95,7.241
"GHA",2042,45808599.5,21.703,7.286
"GHA",2043,46421965,21.465,7.325
"GHA",2044,47030358,21.197,7.372
"GHA",2045,47634273.5,20.956,7.421
"GHA",2046,48231610,20.717,7.471
"GHA",2047,48823459,20.47,7.517
"GHA",2048,49408509.5,20.219,7.566
"GHA",2049,49984440.5,19.985,7.612
"GHA",2050,50553047,19.729,7.667
"GHA",2051,51112489.5,19.463,7.721
"GHA",2052,51660600,19.221,7.775
"GHA",2053,52200453.5,18.987,7.828
"GHA",2054,52732753,18.792,7.882
"GHA",2055,53257057,18.584,7.933
"GHA",2056,53773860,18.382,7.98
"GHA",2057,54281344.5,18.185,8.037
"GHA",2058,54779347,17.994,8.101
"GHA",2059,55269089,17.809,8.155
"GHA",2060,55750054,17.638,8.222
"GHA",2061,56223233,17.481,8.277
"GHA",2062,56688794.5,17.331,8.337
"GHA",2063,57143822.5,17.193,8.398
"GHA",2064,57590434.5,17.057,8.455
"GHA",2065,58027209,16.896,8.502
"GHA",2066,58454299,16.755,8.555
"GHA",2067,58876561,16.607,8.605
"GHA",2068,59291914,16.451,8.658
"GHA",2069,59695869.5,16.3,8.705
"GHA",2070,60088945.5,16.148,8.747
"GHA",2071,60477744,16.013,8.79
"GHA",2072,60858973,15.878,8.828
"GHA",2073,61229391,15.751,8.872
"GHA",2074,61592819,15.62,8.922
"GHA",2075,61951859,15.474,8.966
"GHA",2076,62303140.5,15.358,9.015
"GHA",2077,62642670.5,15.217,9.066
"GHA",2078,62974917,15.071,9.117
"GHA",2079,63296773,14.939,9.167
"GHA",2080,63606282,14.81,9.224
"GHA",2081,63905540.5,14.668,9.274
"GHA",2082,64193034,14.536,9.333
"GHA",2083,64469403,14.4,9.396
"GHA",2084,64731608.5,14.264,9.466
"GHA",2085,64981219.5,14.147,9.537
"GHA",2086,65221846.5,14.046,9.596
"GHA",2087,65456512.5,13.933,9.667
"GHA",2088,65683291,13.808,9.734
"GHA",2089,65897245,13.687,9.8
"GHA",2090,66099925,13.59,9.861
